Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Sentiment),Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Steps),Custom field (TestCase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
T08 Warranty Time -  Warranty Time is required,N3NJS1809-116,10276,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,18/Jul/24 12:38 PM,18/Jul/24 1:13 PM,18/Jul/24 3:19 PM,18/Jul/24 12:40 PM,,0,ProductManagement,"T08 Warranty Time -  Warranty Time is required

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  fill the Warranty Time field
# Press tab move to the next field 

Success is….

 An toast “Warranty Time is required ” must be shown",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-20,,,,,,,,,,,,,,,,,,N3NJS1809-119,N3NJS1809-136,,,,,,,,N3NJS1809-115,18/Jul/24 12:40 PM;rk:e437ebd3-624a-4e45-9026-7bfe25bae05d;z5644750763180_58da76e94a08cd0160a7a8831f3938e1.jpg;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10165,,An toast “Warranty Time is required ” is shown,,,,,,{},,,,,,An toast “Warranty Time is required ” must be shown,,,,,0|i001jj:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  fill the Warranty Time field

Press tab move to the next field",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_121893,,,Done,18/Jul/24 12:40 PM
T07 Labor - Labor is required,N3NJS1809-115,10275,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,18/Jul/24 12:35 PM,18/Jul/24 1:11 PM,18/Jul/24 3:19 PM,18/Jul/24 12:37 PM,,0,ProductManagement,"T07 Labor - Labor is required

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  fill the Labor field
# Press tab move to the next field 

Success is….

 An toast “Labor is required ” must be shown",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-20,,,,,,,,,,,,,,,,,,N3NJS1809-116,N3NJS1809-134,,,,,,,,N3NJS1809-114,18/Jul/24 12:37 PM;rk:e437ebd3-624a-4e45-9026-7bfe25bae05d;z5644750763143_e27aa06cd0ac914ddd3852a0d8673108.jpg;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10163,,An toast “Labor is required ” is shown,,,,,,{},,,,,,An toast “Labor is required ” must be shown,,,,,0|i001jb:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  fill the Labor field

Press tab move to the next field",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_75636,,,Done,18/Jul/24 12:37 PM
T06 Jewellry Name - Jewelry Name is required,N3NJS1809-114,10274,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,18/Jul/24 12:33 PM,18/Jul/24 1:06 PM,18/Jul/24 3:19 PM,18/Jul/24 12:34 PM,,0,ProductManagement,"T06 Jewellry Name - Jewelry Name is required

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  fill the Jewellry Name field
# Press tab move to the next field 

Success is….

 An toast “Jewellry Name is required ” must be shown",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-20,,,,,,,,,,,,,,,,,,N3NJS1809-115,N3NJS1809-132,,,,,,,,N3NJS1809-68,18/Jul/24 12:34 PM;rk:e437ebd3-624a-4e45-9026-7bfe25bae05d;z5644750718409_103e4ba515a21b8c5ba839a0a39a0fa7.jpg;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10162,,An toast “Jewellry Name is required ” is shown,,,,,,{},,,,,,An toast “Jewellry Name is required ” must be shown,,,,,0|i001j3:,,,,,N3NJS180 Sprint 1,,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  fill the Jewellry Name field

Press tab move to the next field",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_84611,,,Done,18/Jul/24 12:34 PM
T05 Jewellry Code - Jewelry Code is required,N3NJS1809-113,10273,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,18/Jul/24 12:29 PM,18/Jul/24 1:03 PM,18/Jul/24 3:19 PM,18/Jul/24 12:32 PM,,0,ProductManagement,"T05 Jewellry Code is required  

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  fill the Jewellry Code field
# Press tab move to the next field 

Success is….

 An toast “Jewellry Code is required ” must be shown",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-20,,,,,,,,,,,,,,,,,,N3NJS1809-130,,,,,,,,,N3NJS1809-68,18/Jul/24 12:32 PM;rk:e437ebd3-624a-4e45-9026-7bfe25bae05d;z5644746689029_2af5fdea447baa96263000dc7a3b31a8.jpg;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10161,,An toast “Jewellry Code is required ” is shown,,,,,,{},,,,,,An toast “Jewellry Code is required ” must be shown,,,,,0|i001iv:,,,,,N3NJS180 Sprint 1,,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  fill the Jewellry Code field

Press tab move to the next field",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_129046,,,Done,18/Jul/24 12:32 PM
UC17- Sale Management -Search Bill,N3NJS1809-112,10272,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,18/Jul/24 12:18 PM,18/Jul/24 3:13 PM,18/Jul/24 3:19 PM,,,0,,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,,,,,,,,,N3NJS1809-117,N3NJS1809-121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-6,Sale Management,,,,,purple,,,0|i001e3:,,,,,NJS1809 Sprint 2,,,,,,,,,,,,,,,,,10166,Sale Management,To Do,18/Jul/24 12:18 PM
T  - Payment - Payment Failed,N3NJS1809-111,10271,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,18/Jul/24 11:22 AM,18/Jul/24 1:02 PM,18/Jul/24 3:19 PM,18/Jul/24 11:24 AM,,0,SaleManagement,"* T  - Payment - Payment Failed

Steps we’ll take…
1.Click New Sale Bill button
2.Fill all the fields to create a bill
3. Click Save button
4. Select the type of payment “Thẻ nội địa và ngân hàng”
5. Select the bank “NCB”
6. Fill all the field with these information:
Ngân hàng: {{NCB}}
Số thẻ: {{9704195798459170488}}
Tên chủ thẻ:{{NGUYEN VAN A}}
Ngày phát hành:{{07/15}}
7. Press ‘'Tiếp tục” button and Click “Tôi đồng ý”

Success is:
A notification:” Tài khoản của quý khách không đủ số dư để thực hiện giao dịch này”",,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,,,,,,,,,,,,,,,,,,N3NJS1809-90,,,,,,,,,,,,,,,,,,,18/Jul/24 11:24 AM;712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2;Screenshot (389).png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10151,,A notification:” Tài khoản của quý khách không đủ số dư để thực hiện giao dịch này”,,,,,,{},,,,,,A notification:” Tài khoản của quý khách không đủ số dư để thực hiện giao dịch này”,,,,,0|i001if:,,,,,,,,,,,,,,,Unit,"Steps we’ll take…
1.Click New Sale Bill button
2.Fill all the fields to create a bill
3. Click Save button
4. Select the type of payment “Thẻ nội địa và ngân hàng”
5. Select the bank “NCB”
6. Fill all the field with these information:

Ngân hàng: NCB

Số thẻ: 9704195798459170488

Tên chủ thẻ:NGUYEN VAN A

Ngày phát hành:07/15
7. Press ‘'Tiếp tục” button and Click “Tôi đồng ý”",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_131975,,,Done,18/Jul/24 11:24 AM
T.. Promotion Discount Rate Verification - Promotion Discount Rate  is greater than 0 and less than 100,N3NJS1809-110,10270,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,18/Jul/24 11:11 AM,18/Jul/24 1:28 PM,18/Jul/24 3:19 PM,18/Jul/24 12:04 PM,,0,PromotionManagement,"T.. Promotion Discount Rate is greater than 0 and less than 100
Steps we’ll take…

1.Enter -10 in Discount Rate field
 2.Input the rest field correctly

# click on Submit button 



*Success is….*✨ 

An error message “Discount rate must be a number greater than 0 and less than 100” must be shown",,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,,,,,,,,,,,,,,,,,,N3NJS1809-27,,,,,,,,,N3NJS1809-156,,,,,,,,,N3NJS1809-102,18/Jul/24 12:04 PM;rk:36857ca5-8748-41ca-9be9-6234f9cee3b9;Screenshot 2024-07-18 120312.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10159,,An error message “Discount rate must be a number greater than 0 and less than 100” is shown,,,,,,{},,,,,,An error message “Discount rate must be a number greater than 0 and less than 100” must be shown,,,,,0|i001i7:,,,,,NJS1809 Sprint 2,,,,,,,,,,Unit,"1.Enter -10 in Discount Rate field
2.Input the rest field correctly
3.click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_3209075,,,Done,18/Jul/24 12:04 PM
T.. Promotion Discount Rate Verification - Promotion Discount Rate is required,N3NJS1809-109,10269,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,18/Jul/24 11:10 AM,18/Jul/24 1:27 PM,18/Jul/24 3:19 PM,18/Jul/24 12:01 PM,,0,PromotionManagement,"T.. Promotion Discount Rate is required
Steps we’ll take…

1.Do not input any value in Discount Rate field 
 2.Input the rest field correctly: 

# click on Submit button 



*Success is….*✨ 

An error message “Discount Rate is required” must be shown",,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,,,,,,,,,,,,,,,,,,N3NJS1809-27,,,,,,,,,N3NJS1809-155,,,,,,,,,N3NJS1809-102,18/Jul/24 12:00 PM;rk:36857ca5-8748-41ca-9be9-6234f9cee3b9;Screenshot 2024-07-18 115915.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10158,,An error message “Discount Rate is required” is shown,,,,,,{},,,,,,An error message “Discount Rate is required” must be shown,,,,,0|i001hz:,,,,,NJS1809 Sprint 2,,,,,,,,,,Unit,,Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_3059007,,,Done,18/Jul/24 12:01 PM
T.. Promotion End Date Verification - Promotion End Date must be after  Promotion Start Date,N3NJS1809-108,10268,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,18/Jul/24 11:09 AM,18/Jul/24 1:27 PM,18/Jul/24 3:19 PM,18/Jul/24 11:56 AM,,0,PromotionManagement,"T.. Promotion End Date must be after Promotion Start Date
Steps we’ll take…

1.Enter a date “7/20/2024” in Start Date field and “7/19/2024” in End Date field
 2.Input the rest field correctly: 

# click on Submit button 



*Success is….*✨ 

An error toast message “End date cannot be after Start date” must be shown",,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,,,,,,,,,,,,,,,,,,N3NJS1809-27,,,,,,,,,N3NJS1809-154,,,,,,,,,N3NJS1809-102,18/Jul/24 11:55 AM;rk:36857ca5-8748-41ca-9be9-6234f9cee3b9;Screenshot 2024-07-18 115415.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10157,,An error toast message “End date cannot be after Start date” is shown,,,,,,{},,,,,,An error toast message “End date cannot be after Start date” must be shown,,,,,0|i001hr:,,,,,NJS1809 Sprint 2,,,,,,,,,,Unit,"1.Enter a date “7/20/2024” in Start Date field and “7/19/2024” in End Date field
2.Input the rest field correctly:
3. click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_2796453,,,Done,18/Jul/24 11:56 AM
T.. Promotion End Date Verification - Promotion End Date must not be in the past,N3NJS1809-107,10267,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,18/Jul/24 11:07 AM,18/Jul/24 1:27 PM,18/Jul/24 3:19 PM,18/Jul/24 11:47 AM,,0,PromotionManagement,"T.. Promotion End Date must not be in the past
Steps we’ll take…

1.Enter a date “7/10/2024” in Start Date field and “7/12/2024” in End Date field which is before current date “7/18/2024
 2.Input the rest field correctly: 

# click on Submit button 



*Success is….*✨ 

An error toast message “Start date and End date cannot be in the past” must be shown",,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,,,,,,,,,,,,,,,,,,N3NJS1809-27,,,,,,,,,N3NJS1809-152,,,,,,,,,N3NJS1809-102,18/Jul/24 11:46 AM;rk:36857ca5-8748-41ca-9be9-6234f9cee3b9;Screenshot 2024-07-18 114638.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10155,,An error toast message “Start date and End date cannot be in the past” is shown,,,,,,{},,,,,,An error toast message “Start date and End date cannot be in the past” must be shown,,,,,0|i001hj:,,,,,NJS1809 Sprint 2,,,,,,,,,,Unit,"1. Enter a date “7/10/2024” in Start Date field and “7/12/2024” in End Date field which is before current date “7/18/2024
2. Input the rest field correctly: 
3. click on Submit button ",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_2412664,,,Done,18/Jul/24 11:47 AM
T  - Payment - Payment Successfully,N3NJS1809-106,10266,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,18/Jul/24 11:07 AM,18/Jul/24 1:01 PM,18/Jul/24 3:19 PM,,,0,SaleManagement,"* T  - Payment - Payment Successfully

Steps we’ll take…
1. Click New Sale Bill button
2. Fill all the fields to create a bill
3. Click Save button
4. Select the type of payment “Thẻ nội địa và ngân hàng”
5. Select the bank “NCB”
6. Fill all the field with these information:
       Ngân hàng: {{NCB}}
       Số thẻ: {{9704198526191432198}}
       Tên chủ thẻ:{{NGUYEN VAN A}}
       Ngày phát hành:{{07/15}}
7. Press ‘'Tiếp tục” button and Click “Tôi đồng ý”
8. FIill ‘’{{123456}}'’ to OTP field and click “Thanh Toán” button

Success is:
A pop up with notification:”Payment successfully”
  
",,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,,,,,,,,,,,,,,,,,,N3NJS1809-90,,,,,,,,,,,,,,,,,,,18/Jul/24 11:10 AM;712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2;Screenshot (388).png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10150,,"There no pop up, back to http://localhost:3030/sale",,,,,,{},,,,,,A pop up with notification:”Payment successfully”,,,,,0|i001hb:,,,,,,,,,,,,,,,Unit,"1. Click New Sale Bill button
2. Fill all the fields to create a bill
3. Click Save button
4. Select the type of payment “Thẻ nội địa và ngân hàng”
5. Select the bank “NCB”
6. Fill all the field with these information:       Ngân hàng: NCB

       Số thẻ: 9704198526191432198

       Tên chủ thẻ:NGUYEN VAN A

       Ngày phát hành:07/15

7. Press ‘'Tiếp tục” button and Click “Tôi đồng ý”
8. FIill ‘’123456'’ to OTP field and click “Thanh Toán” button",Skip,,,,,,,To Do,18/Jul/24 11:07 AM
T.. Promotion End Date Verification - Promotion End Date is required,N3NJS1809-105,10265,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,18/Jul/24 11:06 AM,18/Jul/24 1:27 PM,18/Jul/24 3:19 PM,18/Jul/24 11:50 AM,,0,PromotionManagement,"T.. Promotion End Date is required
Steps we’ll take…

1.Do not input any value in End Date field 
 2.Input the rest field correctly : 

# click on Submit button 



*Success is….*✨ 

An error message “End date is required” must be shown",,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,,,,,,,,,,,,,,,,,,N3NJS1809-27,,,,,,,,,N3NJS1809-151,,,,,,,,,N3NJS1809-102,18/Jul/24 11:50 AM;rk:36857ca5-8748-41ca-9be9-6234f9cee3b9;Screenshot 2024-07-18 114904.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10156,,An error message “End date is required” is shown,,,,,,{},,,,,,An error message “End date is required” must be shown,,,,,0|i001h3:,,,,,NJS1809 Sprint 2,,,,,,,,,,Unit,"1.Do not input any value in End Date field 
2.Input the rest field correctly : 
3. click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_2670166,,,Done,18/Jul/24 11:50 AM
T.. Promotion Start Date Verification - Promotion Start Date must not be in the past,N3NJS1809-104,10264,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,18/Jul/24 11:04 AM,18/Jul/24 1:27 PM,18/Jul/24 3:19 PM,18/Jul/24 11:44 AM,,0,PromotionManagement,"T.. Promotion Start Date must not be in the past
Steps we’ll take…

1.Enter a date “7/10/2024” in Start Date field which is before current date “7/18/2024
 2.Input the rest field correctly: 

# click on Submit button 



*Success is….*✨ 

An error toast message “Start date and End date cannot be in the past” must be shown",,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,,,,,,,,,,,,,,,,,,N3NJS1809-27,,,,,,,,,N3NJS1809-150,,,,,,,,,N3NJS1809-102,18/Jul/24 11:43 AM;rk:36857ca5-8748-41ca-9be9-6234f9cee3b9;Screenshot 2024-07-18 114034.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10154,,An error toast message “Start date and End date cannot be in the past” is shown,,,,,,{},,,,,,An error toast message “Start date and End date cannot be in the past” must be shown,,,,,0|i001gv:,,,,,NJS1809 Sprint 2,,,,,,,,,,Unit,"1. Enter a date “7/10/2024” in Start Date field which is before current date “7/18/2024
2. Input the rest field correctly: 
3. click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_2359969,,,Done,18/Jul/24 11:44 AM
T.. Promotion Start Date  Verification - Promotion Start Date is required,N3NJS1809-103,10263,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,18/Jul/24 11:03 AM,18/Jul/24 1:27 PM,18/Jul/24 3:19 PM,18/Jul/24 11:31 AM,,0,PromotionManagement,"T.. Promotion Start Date is required
Steps we’ll take…

1.Do not input any value in Promotion Start Date field 
 2.Input the rest field correctly : 

# click on Submit button 



*Success is….*✨ 

An error message “Start date is required” must be shown",,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,,,,,,,,,,,,,,,,,,N3NJS1809-27,,,,,,,,,N3NJS1809-149,,,,,,,,,N3NJS1809-102,18/Jul/24 11:36 AM;rk:36857ca5-8748-41ca-9be9-6234f9cee3b9;Screenshot 2024-07-18 113604.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10152,,An error message “Start date is required” is shown,,,,,,{},,,,,,An error message “Start date is required” must be shown,,,,,0|i001gn:,,,,,NJS1809 Sprint 2,,,,,,,,,,Unit,"1. Do not input any value in Promotion Start Date field 
2. Input the rest field correctly : 
3. Click on Submit button ",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1720805,,,Done,18/Jul/24 11:31 AM
T.. Promotion Description Verification - Promotion Description is required,N3NJS1809-102,10262,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,18/Jul/24 10:58 AM,18/Jul/24 1:26 PM,18/Jul/24 3:19 PM,18/Jul/24 11:25 AM,,0,PromotionManagement,"T.. Promotion Description is required
Steps we’ll take…

1.Do not input any value in Promotion field 
2.Input the rest field correctly

# Click on Submit button

 

*Success is….*✨

An error message “Description is required” must be shown",,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,,,,,,,,,,,,,,,,,,N3NJS1809-27,,,,,,,,,N3NJS1809-103,N3NJS1809-104,N3NJS1809-105,N3NJS1809-107,N3NJS1809-108,N3NJS1809-109,N3NJS1809-110,N3NJS1809-148,,,18/Jul/24 11:39 AM;rk:36857ca5-8748-41ca-9be9-6234f9cee3b9;Screenshot 2024-07-18 113803.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10153,,An error message “Description is required” is shown,,,,,,{},,,,,,An error message “Description is required” must be shown ,,,,,0|i001gf:,,,,,NJS1809 Sprint 2,,,,,,,,,,Unit,"1. Do not input any value in Promotion field 
2. Input the rest field correctly
3. Click on Submit button ",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1585594,,,Done,18/Jul/24 11:25 AM
